chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zcr_mean,zcr_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo, label
0.2523919343948364,0.0841531828045845,0.036244891583919525,0.00022075070592109114,1505.1664239695376,44457.8917411936,1559.0057403444723,43682.973267226385,2716.306158008266,299398.3072259725,0.0982227015661253,0.00043139377691147647,-4.6602406655438244e-05,0.0012296278728172183,-0.00012109913222957402,6.0270424000918865e-05,95.703125,classical
0.21499504148960114,0.08500955998897552,0.030625173822045326,0.0001609683531569317,1360.6436715050725,61611.21284786512,1441.2431338982658,32378.72968815104,2387.7291296584976,368797.137917146,0.08776562802107502,0.0006296791897660804,-5.125008829054423e-05,0.0010466540697962046,-9.032717935042456e-05,8.393003554374445e-06,112.34714673913044,classical
0.27795809507369995,0.08375870436429977,0.04385954886674881,0.00019262018031440675,1490.2753639425312,38993.337531137695,1600.1157444641137,31200.899043575875,2785.2940110208815,274835.3889411321,0.09004578439191802,0.00039522713039377976,-1.969643017218914e-05,0.0016383621841669083,-0.00012868078192695975,9.1709298430942e-05,99.38401442307692,classical
0.23422931134700775,0.08345092833042145,0.029442084953188896,0.0003565407241694629,1526.6298823738107,91344.30988841469,1499.4393424163532,60196.227559891086,2916.000387452871,499393.93172008125,0.10894638498163187,0.0011608430409859437,-3.5372919228393584e-05,0.0011637553106993437,-0.00011750232806662098,1.0150108209927566e-05,71.77734375,classical
0.22157375514507294,0.08499950170516968,0.042316313832998276,0.00020938761008437723,1705.5632594748906,68132.45345932992,1646.0640103279404,25963.458284104207,3174.931742586282,333266.8791293441,0.11285716659416087,0.0008350000670740937,-5.909680839977227e-05,0.0018376073567196727,-0.00010153750918107107,2.7333167963661253e-05,161.4990234375,classical
0.2685302793979645,0.0825411006808281,0.043262235820293427,0.000584547349717468,1431.0551928724476,74049.94303684682,1558.1129466265593,39297.27428416462,2835.996127737094,305081.8495650291,0.07521004024071926,0.0006178057523201335,-2.8209613446961157e-05,0.0019192412728443742,-9.620331547921523e-05,0.0001079405628843233,143.5546875,classical
0.26147446036338806,0.08511582016944885,0.03321557119488716,0.0003484551561996341,1372.6378004260011,70402.0122122514,1579.2133273157162,30129.158552318848,2737.714458562935,315706.2762255634,0.07290118365719257,0.0007319495308407179,-3.763592030736618e-05,0.0013229054166004062,-8.68613860802725e-05,1.9312112272018567e-05,99.38401442307692,classical
0.27653801441192627,0.08749178797006607,0.040911510586738586,0.0007742107845842838,1358.8507735998005,130160.35033242806,1516.24077188961,48211.24968654291,2667.719058149652,515530.52526853053,0.07312700901488786,0.001149808365694066,-4.93854058731813e-05,0.002091142116114497,-0.0001032329528243281,7.027979154372588e-05,215.33203125,classical
0.2547534108161926,0.08422283828258514,0.03404487669467926,0.00045978129492141306,1516.83111776797,80406.83360567689,1629.7564323591969,36217.91423845556,2974.121716846723,308251.13160250534,0.07877792983855375,0.0006539050831439084,-3.635731991380453e-05,0.001418313360773027,-8.056045044213533e-05,3.551571717252955e-05,135.99917763157896,classical
0.2705242931842804,0.08230011910200119,0.02380259521305561,0.00019978020281996578,1216.1877859259905,121041.37639256052,1582.8265880943743,72868.68117065486,2560.00308149652,691542.8413256329,0.056246752344354216,0.0007709239240588261,-3.479546285234392e-05,0.0007134761544875801,-6.994736031629145e-05,7.124863259377889e-06,234.90767045454547,classical
0.24495530128479004,0.08505725115537643,0.029510604217648506,0.00040906036156229675,1497.3690865419842,81744.60885439452,1570.6423517911855,45139.06665499169,2868.5790449173433,345271.0642076115,0.08621732707366589,0.0008469351378666316,-4.6518907765857875e-05,0.0010967766866087914,-7.754575199214742e-05,3.6322715459391475e-05,103.359375,classical
0.2430950552225113,0.08356218039989471,0.0214912761002779,7.810237002559006e-05,950.2545384089235,80370.54716455251,1112.8597253261503,62706.41915184718,1697.3842966031032,416191.1205842259,0.06075721734822119,0.00039512634552291446,-4.449869265954476e-06,0.0004971022717654705,-9.54960887611378e-06,5.7298584579257295e-06,151.99908088235293,classical
0.2356157749891281,0.08691468089818954,0.03140295669436455,0.0006149033433757722,1180.3834446153692,123656.90759890084,1332.222068551955,62751.76649860207,2154.494396661108,547827.3675301664,0.06596252960653519,0.0007391505582970913,-4.692744369094726e-06,0.0015021386789157987,-7.804167580616195e-06,1.0830782230186742e-05,95.703125,classical
0.23217624425888062,0.08333662152290344,0.03172732889652252,0.0006840874557383358,1387.9618032265548,217568.259377401,1456.1411319411138,88792.83129679631,2598.38147794011,756019.1075757288,0.08087606643948182,0.0010074175093887931,-3.174251560267294e-06,0.0013618876691907644,-1.1634286238404457e-05,7.520975486841053e-05,129.19921875,classical
0.23403248190879822,0.08362538367509842,0.031625304371118546,0.000594842538703233,1279.434903021527,98497.42907874173,1370.555504225026,48999.86294512465,2388.986482199826,386200.00047837116,0.06845076251933488,0.0005001499420313561,-4.362501385912765e-06,0.0013136795023456216,-1.0607618605718017e-05,6.511642277473584e-05,143.5546875,classical
0.2166498750448227,0.08412852138280869,0.011433251202106476,8.834786422085017e-05,1371.28085849806,111557.8235763422,1562.1147258566575,63117.19193904905,2619.689856438515,613284.439287917,0.07571871374709976,0.0006384558782601251,-6.325969479803462e-06,0.00020903458062093705,-7.9923347584554e-06,1.083905090126791e-06,83.35433467741936,classical
0.21927979588508606,0.08495540916919708,0.008015458472073078,1.778571095201187e-05,1054.5457141605525,87966.3731359635,1455.6441872916032,49550.973034787654,1947.0645346940255,549742.6430834153,0.04765745843000773,0.00042082809278609726,-5.593069090537028e-06,7.576567440992221e-05,-1.1635962437139824e-05,8.299007845380402e-07,99.38401442307692,classical
0.256377637386322,0.08609163016080856,0.037362825125455856,0.0010307827033102512,1358.547002173604,81305.17257403905,1417.623243450624,81420.079572133,2416.89804324971,488686.3656484904,0.08107885610015468,0.0002849721267205362,-4.236030235915678e-06,0.0017715382855385542,-1.1668250408547465e-05,0.00015142794291023165,89.10290948275862,classical
